IDX	최초 출현 연도	색인표제어	등재표제어	조어 유형	원어	어종	품사	전문분야	의미 영역	X년 Y월 신어
2023-0127	2023	상추테크	상추 테크		(상추<영>tech)	고_영	「구」			【2022년 7월 신어】
2023-0128	2023	새드팝	새드^팝		(<영>sad pop)	영^영		『음악』		【2023년 3월 신어】
2023-0129	2023	생성에이아이	생성^에이아이		(生成<영>AI)	한^영		『정보ㆍ통신』		【2023년 2월 신어】
2023-0130	2023	생성형에이아이	생성형^에이아이		(生成型<영>AI)	한^영		『정보ㆍ통신』		【2023년 4월 신어】
2023-0131	2023	생체직교화학	생체^직교^화학		(生體直交化學)	한^한^한		『화학』		【2022년 10월 신어】
2023-0132	2023	선가후고	선가후고		(先加後苦)	한+한+한+한	「명」			【2022년 12월 신어】
2023-0133	2023	세계구매자지수	세계^구매자^지수		(世界購買者指數)	한^한^한		『경제』		【2023년 1월 신어】
2023-0134	2023	센타고	센타고		(<영>←center高)	영+한	「명」			【2023년 2월 신어】
2023-0135	2023	센타백	센타백		(<영>←center back-up)	영+영	「명」			【2023년 2월 신어】
2023-0136	2023	셀프세일	셀프 세일		(<영>self sale)	영_영	「구」			【2022년 7월 신어】
2023-0137	2023	소뇌력	소뇌-력		(小腦力)	한+한	「명」			【2022년 12월 신어】
2023-0138	2023	소득동질혼	소득 동질혼		(所得同質婚)	한_한	「구」			【2023년 1월 신어】
2023-0139	2023	속튀	속-튀			고+고	「명」			【2022년 9월 신어】
2023-0140	2023	솔리드소비	솔리드 소비		(<영>solid消費)	영_한	「구」			【2023년 1월 신어】
2023-0141	2023	쇼트폴리오	쇼트폴리오		(<영>▼short←portfolio)	영+영	「명」			【2023년 5월 신어】
2023-0142	2023	숄칭	숄칭		(<영>Scholzing)	영	「명」			【2023년 4월 신어】
2023-0143	2023	순환경제기본계획	순환^경제^기본^계획		(循環經濟基本計劃)	한^한^한^한		『경제』		【2023년 3월 신어】
2023-0144	2023	술플레이션	술플레이션		(술<영>←inflation)	고+영	「명」	『경제』		【2023년 2월 신어】
2023-0145	2023	술피뎀	술피뎀		(술<영>zolpidem)	고+영	「명」			【2023년 4월 신어】
2023-0146	2023	쉴금	쉴-금		(쉴金)	고+한	「명」			【2023년 6월 신어】
2023-0147	2023	슈거플레이션	슈거플레이션		(<영>sugarflation)	영	「명」	『경제』		【2023년 2월 신어】
2023-0148	2023	슈즈코드	슈즈 코드		(<영>shoes code)	영_영	「구」			【2022년 8월 신어】
2023-0149	2023	스키니피케이션	스키니피케이션		(<영>skinification)	영	「명」	『복식』		【2022년 7월 신어】
2023-0150	2023	스팸지수	스팸 지수		(SPAM指數)	영_한	「구」			【2023년 1월 신어】
2023-0151	2023	시보완박	시보완박		(時報完剝)	한+한+한+한	「명」			【2022년 7월 신어】
2023-0152	2023	신속회생추진법	신속^회생^추진법		(迅速回生推進法)	한^한^한		『법률』		【2022년 9월 신어】
2023-0153	2023	신용상승격려금	신용^상승^격려금		(信用上昇激勵金)	한^한^한		『행정』		【2023년 4월 신어】
2023-0154	2023	신파포비아	신파 포비아		(新派<영>phobia)	한_영	「구」			【2022년 8월 신어】
2023-0155	2023	신파프레임	신파 프레임		(新派<영>frame)	한_영	「구」			【2022년 8월 신어】
2023-0156	2023	실감문화공간	실감^문화^공간		(實感文化空間)	한^한^한		『사회 일반』		【2022년 8월 신어】
2023-0157	2023	심야호출비	심야 호출비		(深夜呼出費)	한_한	「구」			【2022년 8월 신어】
2023-0158	2023	쌀값정상화법	쌀값^정상화법		(쌀값正常化法)	고^한		『법률』		【2022년 8월 신어】
2023-0159	2023	쌉극혐	쌉-극혐		(쌉極嫌)	고+한	「명」			【2023년 1월 신어】
2023-0160	2023	썰스포츠	썰 스포츠		(←說<영>sports)	한_영	「구」			【2022년 11월 신어】
2023-0161	2023	아기기후소송	아기^기후^소송		(아기氣候訴訟)	고^한^한		『환경』		【2022년 4월 신어】
2023-0162	2023	아빠찬스위원회	아빠 찬스 위원회		(아빠<영>chance委員會)	고_영_한	「구」			【2023년 5월 신어】
2023-0163	2023	아트테크족	아트 테크족		(<영>art tech族)	영_(영+한)	「구」			【2022년 7월 신어】
2023-0164	2023	안심거래존	안심 거래 존		(安心去來<영>zone)	한_한_영	「구」			【2023년 5월 신어】
2023-0165	2023	안심임대인인증서	안심^임대인^인증서		(安心賃貸人認證書)	한^한^한		『행정』		【2023년 5월 신어】
2023-0166	2023	안심전세앱	안심^전세^앱		(安心傳貰<영>app)	한^한^영		『정보ㆍ통신』		【2022년 9월 신어】
2023-0167	2023	안심전세포털	안심^전세^포털		(安心傳貰<영>portal)	한^한^영		『정보ㆍ통신』		【2023년 4월 신어】
2023-0168	2023	안트로포퀴나스	안트로포퀴나스		(<영>anthropoquinas)	영	「명」	『지구』		【2023년 4월 신어】
2023-0169	2023	안티스티어링	안티스티어링		(<영>antisteering)	영	「명」	『정보ㆍ통신』		【2022년 12월 신어】
2023-0170	2023	안티인스타	안티^인스타		(<영>anti←Instagram)	영^영		『사회 일반』		【2022년 7월 신어】
2023-0171	2023	알고스피크	알고스피크		(<영>algospeak)	영	「명」	『정보ㆍ통신』		【2022년 12월 신어】
2023-0172	2023	알만추	알만추		(<영>←algorism만追)	영+고+한	「명」			【2022년 12월 신어】
2023-0173	2023	알빠노	알빠노			고+고+고	「명」			【2022년 10월 신어】
2023-0174	2023	알빠임	알빠임			고+고+고	「명」			【2022년 12월 신어】
2023-0175	2023	알줍	알-줍			고+고	「명」			【2023년 2월 신어】
2023-0176	2023	암석플라스틱	암석^플라스틱		(巖石<영>plastic)	한^영		『지구』		【2023년 4월 신어】
2023-0177	2023	압축소멸	압축^소멸		(壓縮掃滅)	한^한		『경제』		【2023년 4월 신어】
2023-0178	2023	애사비	애사비		(<영>←apple cider vinegar)	영+영+영	「명」			【2023년 4월 신어】
2023-0179	2023	앱만추	앱만추		(<영>app만追)	영+고+한	「명」			【2023년 4월 신어】
2023-0180	2023	야간공화국	야간 공화국		(夜間共和國)	한_한	「구」			【2023년 3월 신어】
2023-0181	2023	약자동행지수	약자^동행^지수		(弱者同行指數)	한^한^한		『행정』		【2022년 6월 신어】
2023-0182	2023	양곡공산화법	양곡^공산화법		(糧穀共産化法)	한^한		『법률』		【2022년 10월 신어】
2023-0183	2023	양곡처리법	양곡^처리법		(糧穀處理法)	한^한		『법률』		【2022년 9월 신어】
2023-0184	2023	어통령	어통령		(어統領)	고+한	「명」			【2022년 3월 신어】
2023-0185	2023	억빠	억빠			고+고	「명」			【2022년 7월 신어】
2023-0186	2023	얼리케어족	얼리 케어족		(<영>▼early care族)	영_(영+한)	「구」			【2022년 4월 신어】
2023-0187	2023	얼죽크	얼죽크		(얼죽<영>←cropped)	고+고+영	「명」			【2022년 11월 신어】
2023-0188	2023	얼죽크족	얼죽크-족		(얼죽<영>←cropped T族)	(고+고+영)+한	「명」			【2022년 12월 신어】
2023-0189	2023	에바스증후군	에바스^증후군		(<영>EVAS症候群)	영^한		『의학』		【2022년 11월 신어】
2023-0190	2023	에소바	에소바		(<영>←espresso bar)	영+영	「명」			【2022년 9월 신어】
2023-0191	2023	에이지빌리티	에이지빌리티		(<영>age←ability)	영+영	「명」	『사회 일반』		【2023년 5월 신어】
2023-0192	2023	에피슈머	에피슈머		(<영>←efficient←consumer)	영+영	「명」	『경제』		【2023년 2월 신어】
2023-0193	2023	엔극화	엔극-화		(<영>n極化)	(영+한)+한	「명」			【2023년 5월 신어】
2023-0194	2023	엔테크족	엔테크-족		(<일>en[円]<영>tech族)	(일+영)+한	「명」			【2023년 1월 신어】
2023-0195	2023	연개특위	연개특위		(年改特委)	한+한+한+한	「명」	『정치』		【2022년 7월 신어】
2023-0196	2023	열대림생태학	열대림^생태학		(熱帶林生態學)	한^한		『생명』		【2023년 6월 신어】
2023-0197	2023	영끌푸어족	영끌 푸어족		(靈끌<영>poor族)	(한+고)_(영+한)	「구」			【2022년 10월 신어】
2023-0198	2023	예금테크족	예금 테크족		(預金<영>tech族)	한_(영+한)	「구」			【2022년 12월 신어】
2023-0199	2023	예테크족	예테크-족		(預<영>tech族)	(고+영)+한	「명」			【2022년 7월 신어】
2023-0200	2023	완냉족	완냉-족		(完冷族)	한+한	「명」			【2023년 4월 신어】
2023-0201	2023	왓어바우티즘	왓어바우티즘		(<영>what aboutism)	영	「명」			【2022년 6월 신어】
2023-0202	2023	욕로남불	욕로남불		(辱<영>←romance남不)	한+영+고+한	「명」			【2022년 9월 신어】
2023-0203	2023	용피셜	용피셜		(龍<영>←official)	한+영	「명」			【2022년 8월 신어】
2023-0204	2023	우버파킹	우버 파킹		(Uber<영>parking)	영_영	「구」			【2023년 2월 신어】
2023-0205	2023	우주항공기금	우주^항공^기금		(宇宙航空基金)	한^한^한		『경제』		【2023년 3월 신어】
2023-0206	2023	운친자	운친자		(運친者)	한+(고+한)	「명」			【2023년 1월 신어】
2023-0207	2023	워드맵	워드^맵		(<영>word map)	영^영		『언어』		【2021년 12월 신어】
2023-0208	2023	워터퐁	워터퐁		(<영>water←pingpong)	영+영	「명」			【2023년 6월 신어】
2023-0209	2023	원두대란	원두 대란		(原豆大亂)	한_한	「구」			【2022년 9월 신어】
2023-0210	2023	월급채굴	월급 채굴		(月給採掘)	한_한	「구」			【2022년 7월 신어】
2023-0211	2023	웜뱅크	웜 뱅크		(<영>warm bank)	영_영	「구」			【2022년 12월 신어】
2023-0212	2023	웜셰어	웜셰어		(<영>▼warm share)	영+영	「명」			【2023년 1월 신어】
2023-0213	2023	웨딩플레이션	웨딩플레이션		(<영>wedding←inflation)	영+영	「명」	『경제』		【2022년 7월 신어】
2023-0214	2023	유공유리분말	유공^유리^분말		(有孔琉璃粉末)	한^한^한		『재료』		【2022년 10월 신어】
2023-0215	2023	유급휴재	유급^휴재		(有給休載)	한^한		『사회 일반』		【2022년 9월 신어】
2023-0216	2023	유급휴재권	유급^휴재권		(有給休載權)	한^한		『사회 일반』		【2022년 7월 신어】
2023-0217	2023	유리세대	유리^세대		(琉璃世代)	한^한		『사회 일반』		【2022년 10월 신어】
2023-0218	2023	유튜버공화국	유튜버^공화국		(<영>YouTuber共和國)	영^한		『사회 일반』		【2022년 11월 신어】
2023-0219	2023	이마롯쿠	이마롯쿠		(←Emart←Lotte Mart←Coupang)	영+영+영	「명」			【2023년 3월 신어】
2023-0220	2023	이사완박	이사완박		(移徙完剝)	한+한+한	「명」			【2022년 7월 신어】
2023-0221	2023	이찍남	이찍남		(二찍男)	한+고+한	「명」			【2023년 6월 신어】
2023-0222	2023	이태원참사특별법	이태원^참사^특별법		(梨泰院慘事特別法)	한^한^한		『법률』		【2022년 11월 신어】
2023-0223	2023	인파방스	인파방스		(印←Pakistan←Bangladesh←Sri Lanka)	한+영+영+영	「명」			【2023년 3월 신어】
2023-0224	2023	인포라인	인포라인		(<영>▼info line)	영+영	「명」			【2022년 10월 신어】
2023-0225	2023	일로니제이션	일로니제이션		(<영>Elonization)	영	「명」			【2023년 6월 신어】
2023-0226	2023	일론화	일론-화		(Elon化)	영+한	「명」			【2023년 6월 신어】
2023-0227	2023	일저우일저	일저-우일저		(日低又日低)	한+한	「명」	『경제』		【2022년 7월 신어】
2023-0228	2023	입법독주법	입법^독주법		(立法獨走法)	한^한		『법률』		【2023년 5월 신어】
2023-0229	2023	자기공감력	자기^공감력		(自己共感力)	한^한		『심리』		【2023년 6월 신어】
2023-0230	2023	자기추앙	자기 추앙		(自己推仰)	한_한	「구」			【2022년 10월 신어】
2023-0231	2023	자기토커	자기^토커		(磁氣<영>torquer)	한^영		『전기ㆍ전자』		【2022년 6월 신어】
2023-0232	2023	자발적푸어족	자발적 푸어족		(自發的<영>poor族)	한_(영+한)	「구」			【2022년 7월 신어】
2023-0233	2023	자서망	자서-망		(自署網)	한+한	「명」	『정보ㆍ통신』		【2022년 11월 신어】
2023-0234	2023	자석발	자석-발		(磁石발)	한+고	「명」	『기계』		【2022년 12월 신어】
2023-0235	2023	자원안보법	자원^안보법		(資源安保法)	한^한		『법률』		【2022년 2월 신어】
2023-0236	2023	잘파세대	잘파^세대		(<영>Zalpha世代)	영^한		『사회 일반』		【2022년 10월 신어】
2023-0237	2023	재가요양복지사	재가^요양^복지사		(在家療養福祉士)	한^한^한		『복지』		【2023년 2월 신어】
2023-0238	2023	재능사다리	재능^사다리		(才能사다리)	한^고		『사회 일반』		【2022년 6월 신어】
2023-0239	2023	재택이몽	재택-이몽		(在宅異夢)	한+한	「명」			【2023년 1월 신어】
2023-0240	2023	재해우려주택	재해^우려^주택		(災害憂慮住宅)	한^한^한		『건설』		【2022년 8월 신어】
2023-0241	2023	재해취약주택	재해^취약^주택		(災害脆弱住宅)	한^한^한		『건설』		【2022년 8월 신어】
2023-0242	2023	잼테크	잼-테크		(잼<영>tech)	고+영	「명」	『경제』		【2023년 5월 신어】
2023-0243	2023	저니	저니		(<영>▼←Z journey)	영+영	「명」			【2023년 5월 신어】
2023-0244	2023	전세사기특별법	전세^사기^특별법		(傳貰詐欺特別法)	한^한^한		『법률』		【2022년 8월 신어】
2023-0245	2023	전세왕	전세-왕		(傳貰王)	한+한	「명」			【2022년 12월 신어】
2023-0246	2023	전자성능추적시스템	전자^성능^추적^시스템		(電子性能追跡<영>system)	한^한^한^영		『기계』		【2022년 11월 신어】
2023-0247	2023	전정수도관확장증후군	전정^수도관^확장^증후군		(前庭水道管擴張症候群)	한^한^한^한		『의학』		【2022년 5월 신어】
2023-0248	2023	절싫중떠	절싫중떠			고+고+고+고	「명」			【2023년 6월 신어】
2023-0249	2023	접시뇌	접시^뇌		(접시腦)	고^한		『생명』		【2021년 12월 신어】
2023-0250	2023	정부완박	정부완박		(政府完剝)	한+한+한+한	「명」			【2022년 6월 신어】
2023-0251	2023	정언공범	정언^공범		(政言共犯)	한^한		『사회 일반』		【2022년 9월 신어】
2023-0252	2023	제로칼로리캠퍼스	제로 칼로리 캠퍼스		(<영>▼zero calorie campus)	영_영_영	「구」			【2023년 5월 신어】
2023-0253	2023	젠더플루이드패션	젠더^플루이드^패션		(<영>gender fluid fashion)	영^영^영		『복식』		【2023년 2월 신어】
2023-0254	2023	젤로스킨	젤로 스킨		(<영>jello skin)	영_영	「구」			【2022년 7월 신어】
2023-0255	2023	조력존엄사	조력^존엄사		(助力尊嚴死)	한^한		『의학』		【2022년 5월 신어】
2023-0256	2023	조력존엄사법	조력^존엄사법		(助力尊嚴死法)	한^한		『법률』		【2022년 5월 신어】
2023-0257	2023	죄책감팁	죄책감 팁		(罪責感<영>tip)	한_영	「구」			【2023년 6월 신어】
2023-0258	2023	중꺾마	중꺾마		(重꺾마)	한+고+고	「명」			【2022년 12월 신어】
2023-0259	2023	중꺾허	중꺾허		(重꺾허)	한+고+고	「명」			【2023년 1월 신어】
2023-0260	2023	중년핫딜족	중년 핫 딜족		(中年<영>hot deal族)	한_영_(영+한)	「구」			【2023년 4월 신어】
2023-0261	2023	중처법	중처-법		(重災法)	한+한	「명」	『법률』		【2021년 7월 신어】
2023-0262	2023	쥐똥금	쥐똥-금		(쥐똥金)	고+한	「명」			【2022년 3월 신어】
2023-0263	2023	즉퇴	즉퇴		(卽退)	한+한	「명」			【2022년 1월 신어】
2023-0264	2023	지피팅	지피팅		(<영>GPTing)	영	「명」			【2023년 3월 신어】
2023-0265	2023	직락	직락		(職樂)	한+한	「명」			【2022년 10월 신어】
2023-0266	2023	직방금지법	직방^금지법		(直房禁止法)	한^한		『법률』		【2022년 10월 신어】
2023-0267	2023	직장인수능러	직장인 수능러		(職場人修能<영>←er)	한_(한+영)	「구」			【2022년 11월 신어】
2023-0268	2023	집마카세	집마카세		(집<일>←omaka[御任]se)	고+일	「명」			【2022년 9월 신어】
2023-0269	2023	징무원	징무원		(징務員)	고+한	「명」			【2022년 9월 신어】
2023-0270	2023	찍턴족	찍턴-족		(찍<영>turn族)	(고+영)+한	「명」			【2022년 7월 신어】
2023-0271	2023	찐줌마	찐줌마		(眞▽줌마)	한+고	「명」			【2022년 11월 신어】
2023-0272	2023	차멍	차-멍			고+고	「명」			【2022년 7월 신어】
2023-0273	2023	참스피	참스피		(참<영>←KOSPI)	고+영	「명」			【2023년 1월 신어】
2023-0274	2023	참치지수	참치 지수		(참치指數)	고_한	「구」			【2023년 1월 신어】
2023-0275	2023	창툭튀	창툭튀		(窓툭튀)	한+고+고	「명」			【2022년 7월 신어】
2023-0276	2023	청년도전준비금	청년^도전^준비금		(靑年挑戰準備金)	한^한^한		『복지』		【2022년 12월 신어】
2023-0277	2023	체리슈머	체리슈머		(<영>▼cherry←consumer)	영+영	「명」			【2022년 10월 신어】
2023-0278	2023	체조견	체조-견		(體操犬)	한+한	「명」			【2023년 ５월 신어】
2023-0279	2023	초부자감세	초부자 감세		(超富者減稅)	한_한	「구」			【2022년 7월 신어】
2023-0280	2023	최소주거보장법	최소^주거^보장법		(最小住居保障法)	한^한^한		『법률』		【2022년 8월 신어】
2023-0281	2023	춘등투	춘-등투		(春登鬪)	한+한	「명」			【2022년 7월 신어】
2023-0282	2023	취뽀왕	취뽀-왕		(就뽀王)	(한+고)+한	「명」			【2022년 10월 신어】
2023-0283	2023	층간소음사후인증제	층간^소음^사후^인증제		(層間騷音事後認證制)	한^한^한^한		『환경』		【2023년 3월 신어】
2023-0284	2023	치팅범	치팅-범		(<영>cheating犯)	영+한	「명」			【2023년 1월 신어】
2023-0285	2023	카타팔케	카타팔케		(<영>catafalque)	영	「명」	『종교 일반』		【2022년 9월 신어】
2023-0286	2023	커피카세	커피카세		(<영>coffee<일>←omaka[御任]se)	영+일	「명」			【2023년 1월 신어】
2023-0287	2023	커필레이션	커필레이션		(<영>▼←coffee inflation)	영+영	「명」	『경제』		【2023년 3월 신어】
2023-0288	2023	컴프테크	컴프테크		(<영>comptech)	영	「명」	『경제』		【2022년 7월 신어】
2023-0289	2023	케꾸	케꾸		(<영>←cake꾸)	영+고	「명」			【2022년 1월 신어】
2023-0290	2023	케이칩스법	케이칩스-법		(<영>▼K-chips法)	영+한	「명」	『법률』		【2022년 9월 신어】
2023-0291	2023	케이크플레이션	케이크플레이션		(<영>▼←cake inflation)	영+영	「명」	『경제』		【2022년 12월 신어】
2023-0292	2023	코사공팽	코사공팽		(<영>←corona virus死公烹)	영+한+한+한	「명」			【2023년 6월 신어】
2023-0293	2023	코인사진관	코인 사진관		(<영>coin寫眞館)	영_한	「구」			【2022년 7월 신어】
2023-0294	2023	코인지옥	코인 지옥		(<영>coin地獄)	영_한	「구」			【2022년 11월 신어】
2023-0295	2023	코티지코어룩	코티지코어^룩		(<영>cottagecore look)	영^영		『복식』		【2021년 6월 신어】
2023-0296	2023	콰이어트퀴팅	콰이어트^퀴팅		(<영>quiet quitting)	영^영		『사회 일반』		【2022년 9월 신어】
2023-0297	2023	콰이어트퀴팅족	콰이어트퀴팅-족		(<영>quiet quitting族)	영+한	「명」	『사회 일반』		【2022년 9월 신어】
2023-0298	2023	퀴어슬람	퀴어슬람		(<영>▼queer←Islam)	영+영	「명」	『사회 일반』		【2023년 5월 신어】
2023-0299	2023	퀸루블	퀸^루블		(<영>▼queen<러>ruble)	영^러		『경제』		【2022년 9월 신어】
2023-0300	2023	크룽지	크룽지		(<프>←croissant룽지)	프+고	「명」			【2022년 12월 신어】
2023-0301	2023	클릭코노미	클릭코노미		(<영>▼←click economy)	영+영	「명」	『경제』		【2022년 8월 신어】
2023-0302	2023	클수저	클수저		(<영>←climbing수저)	영+고	「명」			【2023년 3월 신어】
2023-0303	2023	키드코어	키드코어		(<영>kidcore)	영	「명」	『복식』		【2023년 3월 신어】
2023-0304	2023	키드코어룩	키드코어^룩		(<영>kidcore look)	영^영		『복식』		【2023년 3월 신어】
2023-0305	2023	킬로숍	킬로 숍		(<영>▼kilo shop)	영_영	「구」			【2023년 2월 신어】
2023-0306	2023	킹받드라쉬	킹-받드라쉬		(<영>king받드라쉬)	영+고	「동」			【2022년 7월 신어】
2023-0307	2023	킹산직	킹산직		(<영>king産職)	영+한	「명」			【2023년 2월 신어】
2023-0308	2023	킹차킹산직	킹차 킹산직		(<영>king車<영>king産職)	(영+한)_(영+한)	「구」			【2023년 2월 신어】
2023-0309	2023	타다진흥법	타다^진흥법		(타다振興法)	고^한		『법률』		【2022년 7월 신어】
2023-0310	2023	탈트넘	탈트넘		(脫←Tottenham)	한+영	「명」			【2021년 5월 신어】
2023-0311	2023	탐욕인플레이션	탐욕^인플레이션		(貪慾<영>inflation)	한^영		『경제』		【2022년 6월 신어】
2023-0312	2023	탐욕플레이션	탐욕플레이션		(貪慾<영>←inflation)	한^영	「명」	『경제』		【2022년 6월 신어】
2023-0313	2023	탑꾸	탑꾸		(<영>←top loader꾸)	영+고	「명」			【2021년 9월 신어】
2023-0314	2023	탑멍	탑-멍		(塔멍)	영+고	「명」			【2023년 1월 신어】
2023-0315	2023	택시통금	택시 통금		(<영>taxi通禁)	영_한	「구」			【2023년 2월 신어】
2023-0316	2023	통합무기작전	통합^무기^작전		(統合武器作戰)	한^한^한		『군사』		【2023년 6월 신어】
2023-0317	2023	퇴톡	퇴톡		(退←Kakao Talk)	한+영	「명」			【2023년 6월 신어】
2023-0318	2023	퇴톡금지법	퇴톡^금지법		(退←Kakao Talk禁止法)	(한+영)^한		『법률』		【2023년 5월 신어】
2023-0319	2023	퇴푸	퇴푸		(退<영>←food)	한+영	「명」			【2023년 3월 신어】
2023-0320	2023	트랜스매스큘린	트랜스매스큘린		(<영>transmasculine)	영	「명」			【2023년 5월 신어】
2023-0321	2023	트러소노믹스	트러소노믹스		(<영>Trussonomics)	영	「명」	『경제』		【2022년 8월 신어】
2023-0322	2023	트핵관	트핵관		(←Trump核關)	영+한	「명」			【2022년 2월 신어】
2023-0323	2023	티모시증후군	티모시^증후군		(Timothy症候群)	영^한		『의학』		【2022년 10월 신어】
2023-0324	2023	팁소름	팁 소름		(<영>tip소름)	영_고	「구」			【2023년 6월 신어】
2023-0325	2023	팁플레이션	팁플레이션		(<영>tipflation)	영	「명」	『경제』		【2023년 4월 신어】
2023-0326	2023	팁피로	팁 피로		(<영>tip疲勞)	영_한	「구」			【2023년 6월 신어】
2023-0327	2023	펀세이빙족	펀세이빙-족		(<영>fun saving族)	영+한	「명」			【2022년 7월 신어】
2023-0328	2023	펀커머스	펀^커머스		(<영>▼fun commerce)	영^영		『경제』		【2022년 8월 신어】
2023-0329	2023	펨케어	펨케어		(<영>▼←femine care)	영+영	「명」			【2022년 7월 신어】
2023-0330	2023	펫얼리케어족	펫얼리케어-족		(<영>▼pet early care族)	영+한	「명」			【2022년 3월 신어】
2023-0331	2023	펫위탁소	펫 위탁소		(<영>pet委託所)	영_한	「구」			【2022년 9월 신어】
2023-0332	2023	편장족	편장-족		(便場族)	한+한	「명」			【2023년 2월 신어】
2023-0333	2023	편커	편커		(便<영>←coffee)	한+영	「명」			【2022년 6월 신어】
2023-0334	2023	편텐츠	편텐츠		(便<영>←contents)	한+영	「명」			【2023년 4월 신어】
2023-0335	2023	편픽	편픽		(便<영>pick)	한+영	「명」			【2022년 5월 신어】
2023-0336	2023	평균실종	평균^실종		(平均失踪)	한^한		『사회 일반』		【2022년 10월 신어】
2023-0337	2023	평생학습휴직제	평생^학습^휴직제		(平生學習休息制)	한^한^한		『교육』		【2022년 12월 신어】
2023-0338	2023	폐교장려금	폐교^장려금		(閉校奬勵金)	한^한		『교육』		【2023년 1월 신어】
2023-0339	2023	포토프레스세대	포토^프레스^세대		(<영>▼photo press世代)	영^영^한		『사회 일반』		【2022년 7월 신어】
2023-0340	2023	폴꾸족	폴꾸-족		(←Polaroid꾸族)	(영+고)+한	「명」			【2022년 2월 신어】
2023-0341	2023	폴리시피싱	폴리시 피싱		(▼policy phishing)	영_영	「구」			【2022년 8월 신어】
2023-0342	2023	풍선갈등	풍선^갈등		(風船葛藤)	한^한		『정치』		【2023년 2월 신어】
2023-0343	2023	프리소팅	프리소팅		(<영>presorting)	영	「명」			【2023년 1월 신어】
2023-0344	2023	학폭세탁	학폭 세탁		(學暴洗濯)	한_한	「구」			【2023년 2월 신어】
2023-0345	2023	한국멸시론자	한국^멸시론자		(韓國蔑視論者)	한^한		『사회 일반』		【2023년 3월 신어】
2023-0346	2023	한일믹스어	한일믹스-어		(韓日<영>mix語)	(한+영)+한	「명」			【2022년 7월 신어】
2023-0347	2023	합법파업보장법	합법^파업^보장법		(合法罷業保障法)	한^한^한		『법률』		【2022년 11월 신어】
2023-0348	2023	합성가뭄지수	합성^가뭄^지수		(合成가뭄指數)	한^고^한		『지구』		【2022년 9월 신어】
2023-0349	2023	해글봇	해글봇		(<영>hagglebot)	영	「명」			【2023년 3월 신어】
2023-0350	2023	해양레저호텔	해양^레저^호텔		(海洋<영>leisure hotel)	한^영^영		『서비스업』		【2023년 2월 신어】
2023-0351	2023	햄스피	햄스피		(<영>▼ham←KOSPI)	영+영	「명」			【2023년 10월 신어】
2023-0352	2023	헬스닥	헬스닥		(<영>▼hell←KOSDAQ)	영+영	「명」			【2022년 2월 신어】
2023-0353	2023	헬스디깅족	헬스 디깅족		(<영>▼health digging族)	영_(영+한)	「구」			【2023년 1월 신어】
2023-0354	2023	헬스피	헬스피		(<영>▼hell←KOSPI)	영+영	「명」			【2022년 2월 신어】
2023-0355	2023	혈당다이어트	혈당 다이어트		(血糖<영>diet)	한_영	「구」			【2023년 4월 신어】
2023-0356	2023	호모아딕투스	호모 아딕투스		(<영>Homo addictus)	영_영	「구」			【2022년 7월 신어】
2023-0357	2023	혼뛰족	혼뛰-족		(혼뛰族)	고+한	「명」			【2021년 12월 신어】
2023-0358	2023	홈마카세	홈마카세		(<영>home<일>←omaka[御任]se)	영+일	「명」			【2022년 2월 신어】
2023-0359	2023	홈마카세족	홈마카세-족		(<영>home<일>←omaka[御任]se族)	(영+일)+한	「명」			【2022년 9월 신어】
2023-0360	2023	홈핏족	홈핏-족		(<영>home←fitness族)	영+한	「명」			【2022년 6월 신어】
2023-0361	2023	휴먼트루스	휴먼 트루스		(<영>human truth)	영_영	「구」			【2022년 6월 신어】
2023-0362	2023	히트플레이션	히트플레이션		(<영>▼heat←inflation)	영+영	「명」	『경제』		【2022년 7월 신어】
2023-0363	2023	힙스티지	힙스티지		(<영>▼hip←prestige)	영+영	「명」			【2022년 5월 신어】
